Sales =
| sale_id | product_id | year | quantity | price |
| 583     | 35         | 2015 | 57       | 4875  |
| 584     | 24         | 2117 | 50       | 8204  |
| 585     | 61         | 2135 | 25       | 9440  |
| 586     | 62         | 1992 | 81       | 1030  |
| 587     | 25         | 1844 | 53       | 4064  |
| 588     | 73         | 2029 | 20       | 6950  |
| 589     | 36         | 1804 | 63       | 8080  |
| 590     | 30         | 1965 | 29       | 4995  |
| 591     | 15         | 2018 | 75       | 966   |
| 592     | 52         | 2157 | 100      | 4428  |
| 593     | 73         | 2054 | 9        | 8468  |
| 594     | 40         | 2084 | 93       | 244   |
| 595     | 12         | 1871 | 92       | 6918  |
| 596     | 18         | 1917 | 41       | 4253  |
| 597     | 52         | 2046 | 27       | 818   |
| 598     | 3          | 2079 | 20       | 1881  |
| 599     | 44         | 2084 | 10       | 7372  |
| 600     | 9          | 1944 | 26       | 1135  |
| 601     | 47         | 2143 | 25       | 6182  |
| 602     | 40         | 1807 | 74       | 5555  |
| 603     | 55         | 1878 | 58       | 3676  |
| 604     | 7          | 2023 | 55       | 4104  |
| 605     | 24         | 2167 | 54       | 4335  |
| 606     | 42         | 2159 | 25       | 9017  |
| 607     | 40         | 2003 | 2        | 9942  |
| 608     | 20         | 1982 | 9        | 4263  |
| 609     | 31         | 2067 | 56       | 1920  |
| 610     | 44         | 1933 | 38       | 3881  |
| 611     | 47         | 1996 | 22       | 609   |
| 612     | 52         | 2023 | 83       | 2909  |
| 613     | 75         | 1873 | 85       | 5417  |
| 614     | 31         | 1833 | 60       | 4452  |
| 615     | 11         | 1980 | 84       | 3835  |
| 616     | 15         | 1849 | 42       | 7864  |
| 617     | 5          | 1821 | 14       | 7885  |
| 618     | 71         | 1843 | 78       | 4650  |
| 619     | 36         | 1814 | 61       | 6986  |
| 620     | 30         | 2127 | 71       | 6870  |
| 621     | 52         | 2118 | 51       | 3666  |
| 622     | 49         | 1836 | 65       | 9675  |
| 623     | 15         | 1809 | 7        | 8955  |
| 624     | 2          | 2167 | 53       | 1765  |
| 625     | 28         | 1978 | 79       | 2194  |
| 626     | 19         | 2018 | 45       | 3101  |
| 627     | 56         | 1898 | 100      | 9313  |
| 628     | 72         | 1995 | 26       | 2737  |
| 629     | 13         | 1915 | 100      | 5002  |
| 630     | 53         | 1977 | 44       | 1778  |
| 631     | 28         | 2009 | 23       | 2293  |
| 632     | 74         | 2145 | 11       | 4962  |
| 633     | 21         | 1865 | 18       | 2112  |
| 634     | 40         | 1974 | 15       | 8330  |
| 635     | 50         | 1922 | 54       | 4356  |
| 636     | 71         | 2170 | 64       | 9161  |
| 637     | 48         | 2137 | 8        | 7083  |
| 638     | 22         | 1844 | 75       | 3980  |
| 639     | 69         | 2133 | 80       | 6898  |
| 640     | 5          | 1904 | 15       | 6918  |
| 641     | 31         | 1925 | 62       | 4079  |
| 642     | 52         | 2176 | 100      | 3461  |
| 643     | 1          | 2035 | 92       | 1266  |
| 644     | 40         | 2075 | 13       | 7018  |
| 645     | 66         | 1912 | 17       | 8732  |
| 646     | 48         | 2017 | 95       | 9880  |
| 647     | 18         | 1907 | 4        | 4231  |
| 648     | 34         | 2092 | 30       | 624   |
| 649     | 37         | 2153 | 50       | 1972  |
| 650     | 43         | 1998 | 46       | 799   |
| 651     | 58         | 2079 | 65       | 1373  |
| 652     | 31         | 1914 | 21       | 3396  |
| 653     | 32         | 1874 | 16       | 6525  |
| 654     | 47         | 2049 | 47       | 8516  |
| 655     | 21         | 2115 | 69       | 6481  |
| 656     | 48         | 2147 | 95       | 7756  |
| 657     | 5          | 2139 | 43       | 8877  |
| 658     | 36         | 1962 | 46       | 616   |
| 659     | 26         | 1803 | 79       | 4841  |
| 660     | 20         | 2110 | 41       | 960   |
| 661     | 46         | 2063 | 42       | 7814  |
| 662     | 25         | 2059 | 48       | 8080  |
| 663     | 57         | 1892 | 18       | 4031  |
| 664     | 41         | 2167 | 63       | 2892  |
| 665     | 74         | 2006 | 88       | 4443  |
| 666     | 31         | 1931 | 18       | 7102  |
| 667     | 24         | 2018 | 34       | 5931  |
| 668     | 32         | 2167 | 70       | 3197  |
| 669     | 6          | 2125 | 93       | 3041  |
| 670     | 30         | 2179 | 62       | 6492  |
| 671     | 61         | 1894 | 62       | 7701  |
| 672     | 37         | 1925 | 33       | 2600  |
| 673     | 6          | 1801 | 34       | 4392  |
| 674     | 1          | 2023 | 43       | 8325  |
| 675     | 29         | 1922 | 57       | 4353  |
| 676     | 70         | 2169 | 32       | 6753  |
| 677     | 2          | 1817 | 64       | 2839  |
| 678     | 23         | 2048 | 31       | 9423  |
| 679     | 39         | 1932 | 7        | 7069  |
| 680     | 50         | 2116 | 24       | 5098  |
| 681     | 61         | 2115 | 67       | 8486  |
| 682     | 12         | 1973 | 22       | 6021  |
| 683     | 62         | 1984 | 17       | 770   |
| 684     | 38         | 2091 | 31       | 8455  |
| 685     | 1          | 2180 | 84       | 2124  |
| 686     | 4          | 1804 | 10       | 3599  |
| 687     | 59         | 1852 | 97       | 4591  |
| 688     | 26         | 1801 | 92       | 1107  |
| 689     | 64         | 2125 | 88       | 978   |
| 690     | 49         | 1975 | 36       | 338   |
| 691     | 22         | 1854 | 66       | 7480  |
| 692     | 11         | 2197 | 19       | 7512  |
| 693     | 45         | 1816 | 42       | 4303  |
| 694     | 48         | 1810 | 58       | 7509  |
| 695     | 30         | 2129 | 18       | 5194  |
| 696     | 40         | 2089 | 11       | 884   |
| 697     | 63         | 1989 | 12       | 1422  |
| 698     | 71         | 1846 | 12       | 8951  |
| 699     | 65         | 1937 | 47       | 3548  |
| 700     | 18         | 1800 | 45       | 5886  |
| 701     | 22         | 2013 | 63       | 6814  |
| 702     | 36         | 2067 | 64       | 6614  |
| 703     | 17         | 1944 | 57       | 4439  |
| 704     | 36         | 1924 | 63       | 9314  |
| 705     | 77         | 1883 | 56       | 9934  |
| 706     | 62         | 2053 | 14       | 7959  |
| 707     | 28         | 1885 | 55       | 7711  |
| 708     | 49         | 1995 | 45       | 1948  |
| 709     | 20         | 2145 | 38       | 5914  |
| 710     | 49         | 1863 | 76       | 2445  |
| 711     | 44         | 2127 | 51       | 9844  |
| 712     | 35         | 2173 | 29       | 7325  |
| 713     | 12         | 2121 | 2        | 304   |
| 714     | 55         | 1870 | 84       | 3002  |
| 715     | 36         | 2172 | 31       | 4647  |
| 716     | 34         | 1804 | 27       | 3767  |
| 717     | 15         | 1828 | 88       | 4915  |
| 718     | 28         | 1807 | 95       | 567   |
| 719     | 17         | 1934 | 18       | 7840  |
| 720     | 57         | 2100 | 5        | 5334  |
| 721     | 2          | 2044 | 89       | 2254  |
| 722     | 27         | 2026 | 69       | 3580  |
| 723     | 70         | 2155 | 99       | 6949  |
| 724     | 68         | 2054 | 56       | 1791  |
| 725     | 72         | 2044 | 37       | 3943  |
| 726     | 66         | 1848 | 22       | 6431  |
| 727     | 16         | 2040 | 52       | 9642  |
| 728     | 40         | 2075 | 70       | 7169  |
| 729     | 62         | 2167 | 55       | 4459  |
| 730     | 37         | 1832 | 4        | 3671  |
| 731     | 59         | 1948 | 68       | 2115  |
| 732     | 61         | 1924 | 54       | 3069  |
| 733     | 66         | 2083 | 86       | 9524  |
| 734     | 47         | 1805 | 78       | 9267  |
| 735     | 43         | 2028 | 93       | 1899  |
| 736     | 65         | 1996 | 77       | 6051  |
| 737     | 74         | 1925 | 32       | 5551  |
| 738     | 41         | 1871 | 34       | 4482  |
| 739     | 46         | 1996 | 33       | 7254  |
| 740     | 76         | 1877 | 55       | 5017  |
| 741     | 44         | 1961 | 34       | 4153  |
| 742     | 8          | 2156 | 21       | 2641  |
| 743     | 77         | 2126 | 48       | 8421  |
| 744     | 77         | 1938 | 80       | 643   |
| 745     | 55         | 2043 | 50       | 2644  |
| 746     | 58         | 1825 | 13       | 9967  |
| 747     | 59         | 1954 | 52       | 1186  |
| 748     | 67         | 1834 | 29       | 4959  |
| 749     | 68         | 1898 | 91       | 7376  |
| 750     | 1          | 1956 | 19       | 2975  |
| 751     | 42         | 2171 | 66       | 7371  |
| 752     | 65         | 1964 | 29       | 8717  |
| 753     | 54         | 2181 | 65       | 9876  |
| 754     | 14         | 1948 | 2        | 7682  |
| 755     | 41         | 2014 | 38       | 4581  |
| 756     | 67         | 1837 | 99       | 1799  |
| 757     | 41         | 2099 | 94       | 9939  |
| 758     | 11         | 1915 | 61       | 9940  |
| 759     | 8          | 1950 | 89       | 8720  |
| 760     | 11         | 2056 | 78       | 1011  |
| 761     | 41         | 1876 | 64       | 7956  |
| 762     | 64         | 1885 | 48       | 6467  |
| 763     | 16         | 1914 | 12       | 5819  |
| 764     | 34         | 1989 | 59       | 1823  |
| 765     | 68         | 2049 | 52       | 7989  |
| 766     | 32         | 2193 | 2        | 1091  |
| 767     | 22         | 2007 | 55       | 6158  |
| 768     | 17         | 1888 | 26       | 2120  |
| 769     | 75         | 1889 | 19       | 8378  |
| 770     | 21         | 2004 | 47       | 8136  |
| 771     | 77         | 1922 | 17       | 7982  |
| 772     | 50         | 1885 | 63       | 3386  |
| 773     | 9          | 1966 | 90       | 690   |
| 774     | 47         | 1905 | 61       | 7709  |
| 775     | 41         | 2169 | 38       | 3863  |
| 776     | 40         | 2182 | 92       | 9049  |
| 777     | 52         | 1889 | 24       | 9215  |
| 778     | 66         | 2036 | 97       | 5821  |
| 779     | 72         | 1809 | 25       | 2500  |
| 780     | 72         | 2190 | 8        | 6027  |
| 781     | 13         | 2005 | 98       | 7685  |
| 782     | 29         | 1986 | 56       | 1822  |
| 783     | 26         | 1857 | 37       | 4454  |
| 784     | 16         | 1806 | 21       | 353   |
| 785     | 43         | 2136 | 80       | 6619  |
| 786     | 57         | 1931 | 83       | 5865  |
| 787     | 70         | 2101 | 30       | 6848  |
| 788     | 14         | 2137 | 54       | 8878  |
| 789     | 39         | 1926 | 14       | 1739  |
| 790     | 71         | 2181 | 59       | 9161  |
| 791     | 66         | 1988 | 56       | 4115  |
| 792     | 13         | 1846 | 9        | 5423  |
| 793     | 26         | 1973 | 78       | 6109  |
| 794     | 76         | 2014 | 89       | 6975  |
| 795     | 14         | 1827 | 78       | 5103  |
| 796     | 38         | 1826 | 57       | 8586  |
| 797     | 46         | 1835 | 59       | 2807  |
| 798     | 70         | 2127 | 18       | 4946  |
| 799     | 1          | 2182 | 41       | 9396  |
| 800     | 49         | 2072 | 76       | 4708  |
| 801     | 1          | 2111 | 10       | 3896  |
| 802     | 21         | 2190 | 85       | 4129  |
| 803     | 31         | 1866 | 71       | 2244  |
| 804     | 75         | 2108 | 90       | 7446  |
| 805     | 29         | 2192 | 26       | 3640  |
| 806     | 17         | 1933 | 86       | 6195  |
| 807     | 47         | 2032 | 73       | 5315  |
| 808     | 31         | 1803 | 94       | 4524  |
| 809     | 49         | 1881 | 37       | 5660  |
| 810     | 3          | 1920 | 88       | 154   |
| 811     | 32         | 1871 | 9        | 8818  |
| 812     | 47         | 1868 | 40       | 1194  |
| 813     | 32         | 2078 | 67       | 4478  |
| 814     | 67         | 1881 | 17       | 6616  |
| 815     | 17         | 2158 | 46       | 6472  |
| 816     | 9          | 2140 | 100      | 4757  |
| 817     | 56         | 1983 | 42       | 4230  |
| 818     | 56         | 1981 | 78       | 6754  |
| 819     | 34         | 2107 | 85       | 5002  |
| 820     | 74         | 1910 | 89       | 379   |
| 821     | 9          | 2092 | 67       | 8378  |
| 822     | 10         | 2062 | 32       | 4939  |
| 823     | 58         | 1911 | 99       | 9396  |
| 824     | 17         | 1850 | 54       | 8670  |
| 825     | 54         | 1987 | 49       | 2295  |
| 826     | 10         | 2155 | 85       | 4195  |
| 827     | 59         | 1972 | 2        | 4565  |
| 828     | 2          | 1881 | 92       | 2439  |
| 829     | 75         | 1864 | 3        | 4968  |
| 830     | 22         | 1807 | 46       | 7392  |
| 831     | 30         | 1984 | 54       | 1741  |
| 832     | 34         | 1815 | 21       | 3132  |
| 833     | 46         | 2000 | 55       | 8997  |
| 834     | 76         | 2159 | 13       | 4254  |
| 835     | 6          | 1930 | 57       | 7443  |
| 836     | 67         | 1863 | 24       | 4248  |
| 837     | 48         | 1878 | 78       | 2171  |
| 838     | 51         | 2032 | 83       | 6368  |
| 839     | 6          | 2008 | 89       | 4014  |
| 840     | 23         | 1861 | 69       | 3792  |
| 841     | 50         | 2108 | 21       | 1165  |
| 842     | 21         | 1969 | 94       | 3097  |
| 843     | 68         | 1965 | 84       | 9852  |
| 844     | 32         | 2173 | 63       | 6065  |
| 845     | 58         | 1975 | 65       | 9497  |
| 846     | 23         | 2061 | 96       | 6931  |
| 847     | 62         | 2174 | 14       | 4180  |
| 848     | 1          | 1840 | 7        | 2233  |
| 849     | 18         | 2178 | 81       | 5272  |
| 850     | 67         | 1918 | 16       | 9384  |
| 851     | 67         | 2112 | 98       | 5306  |
| 852     | 31         | 1928 | 50       | 7050  |
| 853     | 2          | 2071 | 64       | 629   |
| 854     | 28         | 1822 | 80       | 5797  |
| 855     | 77         | 2167 | 15       | 7455  |
| 856     | 7          | 2098 | 88       | 7163  |
| 857     | 30         | 2188 | 55       | 8380  |
| 858     | 66         | 1901 | 17       | 4561  |
| 859     | 8          | 2164 | 80       | 7069  |
| 860     | 55         | 1926 | 39       | 4865  |
| 861     | 6          | 2010 | 44       | 6186  |
| 862     | 10         | 2134 | 88       | 2356  |
| 863     | 23         | 1956 | 56       | 797   |
| 864     | 11         | 1852 | 38       | 6607  |
| 865     | 23         | 1951 | 22       | 1509  |
| 866     | 64         | 1876 | 9        | 5194  |
| 867     | 48         | 2096 | 26       | 6932  |
| 868     | 34         | 2132 | 97       | 4275  |
| 869     | 5          | 2177 | 57       | 9591  |
| 870     | 16         | 1842 | 38       | 7060  |
| 871     | 77         | 2009 | 100      | 8548  |
| 872     | 52         | 2127 | 88       | 4192  |
| 873     | 1          | 1860 | 75       | 406   |
| 874     | 54         | 1993 | 27       | 5316  |
| 875     | 8          | 1835 | 37       | 5937  |
| 876     | 51         | 2085 | 82       | 1184  |
| 877     | 43         | 1903 | 7        | 6328  |
| 878     | 29         | 2079 | 66       | 3314  |
| 879     | 70         | 2089 | 61       | 4318  |
| 880     | 28         | 2112 | 17       | 2753  |
| 881     | 43         | 2109 | 17       | 5015  |
| 882     | 43         | 2034 | 60       | 2216  |
| 883     | 32         | 1927 | 12       | 3117  |
| 884     | 20         | 1915 | 44       | 6775  |
| 885     | 46         | 2003 | 25       | 1593  |
| 886     | 35         | 2072 | 95       | 5725  |
| 887     | 61         | 2106 | 71       | 5981  |
| 888     | 12         | 1974 | 10       | 1234  |
| 889     | 52         | 1963 | 70       | 6214  |
| 890     | 61         | 1939 | 25       | 9676  |
| 891     | 46         | 2105 | 25       | 3100  |
| 892     | 40         | 1903 | 37       | 9836  |
| 893     | 34         | 2020 | 81       | 8522  |
| 894     | 11         | 2045 | 47       | 4954  |
| 895     | 20         | 2021 | 7        | 8832  |
| 896     | 76         | 1846 | 51       | 5298  |
| 897     | 34         | 1871 | 25       | 9841  |
| 898     | 33         | 2113 | 8        | 2430  |
| 899     | 4          | 2052 | 73       | 3705  |
| 900     | 57         | 2164 | 58       | 9136  |
| 901     | 50         | 2109 | 52       | 374   |
| 902     | 41         | 2139 | 86       | 778   |
| 903     | 64         | 1968 | 88       | 9703  |
| 904     | 53         | 2005 | 26       | 4330  |
| 905     | 58         | 2121 | 84       | 9049  |
| 906     | 59         | 2071 | 12       | 2230  |
| 907     | 62         | 2072 | 90       | 4479  |
| 908     | 1          | 2111 | 7        | 8380  |
| 909     | 39         | 2097 | 100      | 9790  |
| 910     | 65         | 1901 | 43       | 282   |
| 911     | 30         | 2106 | 37       | 3715  |
| 912     | 2          | 2161 | 76       | 2122  |
| 913     | 17         | 2033 | 70       | 888   |
| 914     | 12         | 2194 | 99       | 2801  |
| 915     | 5          | 2071 | 40       | 4640  |
| 916     | 10         | 2136 | 32       | 8361  |
| 917     | 58         | 1859 | 6        | 161   |
| 918     | 23         | 2097 | 83       | 1796  |
| 919     | 3          | 1983 | 82       | 7120  |
| 920     | 40         | 1927 | 36       | 3508  |
| 921     | 22         | 2184 | 64       | 1809  |
| 922     | 71         | 2143 | 98       | 2155  |
| 923     | 71         | 1969 | 64       | 7758  |
| 924     | 76         | 1997 | 22       | 8713  |
| 925     | 41         | 2000 | 46       | 8625  |
| 926     | 29         | 1841 | 82       | 866   |
| 927     | 21         | 1819 | 93       | 5160  |
| 928     | 12         | 1950 | 73       | 4170  |
| 929     | 67         | 1967 | 80       | 2362  |
| 930     | 21         | 2024 | 93       | 1905  |
| 931     | 77         | 2090 | 2        | 4504  |
| 932     | 23         | 2075 | 40       | 2559  |
| 933     | 27         | 2109 | 63       | 5719  |
| 934     | 31         | 1988 | 38       | 2841  |
| 935     | 55         | 1916 | 95       | 9406  |
| 936     | 11         | 1837 | 11       | 7867  |
| 937     | 52         | 2040 | 77       | 1037  |
| 938     | 74         | 2126 | 15       | 7114  |
| 939     | 46         | 1940 | 35       | 2902  |
| 940     | 73         | 2145 | 97       | 507   |
| 941     | 40         | 2014 | 3        | 5347  |
| 942     | 36         | 1950 | 34       | 6614  |
| 943     | 70         | 2115 | 72       | 3052  |
| 944     | 20         | 2067 | 77       | 3448  |
| 945     | 75         | 1986 | 13       | 3924  |
| 946     | 54         | 1929 | 45       | 1877  |
| 947     | 49         | 1800 | 13       | 404   |
| 948     | 37         | 2026 | 24       | 1652  |
| 949     | 11         | 2061 | 54       | 5760  |
| 950     | 50         | 1849 | 61       | 5162  |
| 951     | 40         | 2148 | 2        | 6249  |
| 952     | 74         | 2172 | 70       | 586   |
| 953     | 28         | 2084 | 80       | 3539  |
| 954     | 26         | 1991 | 24       | 6175  |
| 955     | 39         | 1971 | 19       | 2236  |
| 956     | 25         | 2003 | 27       | 8371  |
| 957     | 21         | 1933 | 41       | 2730  |
| 958     | 55         | 2134 | 12       | 1920  |
| 959     | 10         | 2183 | 20       | 4111  |
| 960     | 38         | 1941 | 37       | 3779  |
| 961     | 59         | 1919 | 70       | 4314  |
| 962     | 44         | 1916 | 54       | 1085  |
| 963     | 12         | 1902 | 98       | 1374  |
| 964     | 33         | 1823 | 35       | 7363  |
| 965     | 49         | 1877 | 50       | 7372  |
| 966     | 57         | 1861 | 45       | 7478  |
| 967     | 11         | 2058 | 44       | 7914  |
| 968     | 53         | 1846 | 9        | 2497  |
| 969     | 15         | 1840 | 45       | 6404  |
| 970     | 1          | 1851 | 91       | 2478  |
| 971     | 2          | 2187 | 97       | 6389  |
| 972     | 36         | 2080 | 95       | 335   |
| 973     | 35         | 2140 | 100      | 3614  |
| 974     | 28         | 2016 | 30       | 3046  |
| 975     | 38         | 2159 | 98       | 116   |
| 976     | 34         | 2175 | 47       | 561   |
| 977     | 35         | 2133 | 19       | 7351  |
| 978     | 15         | 2106 | 42       | 4019  |
| 979     | 34         | 2032 | 71       | 8464  |
| 980     | 56         | 1871 | 58       | 8224  |
| 981     | 3          | 2042 | 37       | 5100  |
| 982     | 64         | 2001 | 80       | 9606  |
| 983     | 77         | 1996 | 72       | 705   |
| 984     | 10         | 2176 | 67       | 6081  |
| 985     | 38         | 2061 | 27       | 7822  |
| 986     | 40         | 2110 | 41       | 3603  |
| 987     | 44         | 2179 | 64       | 3513  |
| 988     | 67         | 1863 | 15       | 7977  |
| 989     | 14         | 2006 | 40       | 8388  |
| 990     | 62         | 1856 | 20       | 992   |
| 991     | 27         | 2010 | 58       | 6413  |
| 992     | 69         | 1973 | 28       | 2300  |
| 993     | 14         | 2030 | 100      | 9299  |
| 994     | 37         | 1844 | 41       | 4550  |
| 995     | 27         | 2151 | 49       | 2206  |
| 996     | 8          | 2031 | 44       | 6981  |
| 997     | 75         | 2022 | 6        | 4510  |
| 998     | 43         | 2123 | 79       | 4246  |
| 999     | 7          | 2136 | 88       | 615   |
| 1000    | 28         | 2200 | 51       | 7949  |
| 1001    | 38         | 2197 | 54       | 4092  |
| 1002    | 16         | 2068 | 68       | 4008  |
| 1003    | 26         | 2019 | 13       | 578   |
| 1004    | 70         | 1997 | 37       | 7521  |
| 1005    | 29         | 2155 | 51       | 8208  |
| 1006    | 23         | 2015 | 18       | 7216  |
| 1007    | 27         | 2155 | 71       | 5004  |
| 1008    | 69         | 1804 | 73       | 5776  |
| 1009    | 39         | 2121 | 63       | 7140  |
| 1010    | 50         | 1859 | 9        | 7682  |
| 1011    | 38         | 2022 | 61       | 9999  |
| 1012    | 72         | 1902 | 85       | 4823  |
| 1013    | 62         | 2184 | 62       | 8065  |
| 1014    | 51         | 2168 | 60       | 861   |
| 1015    | 22         | 1941 | 65       | 9802  |
| 1016    | 50         | 2016 | 6        | 2517  |
| 1017    | 73         | 1948 | 49       | 8514  |
| 1018    | 31         | 1845 | 35       | 5681  |
| 1019    | 26         | 1803 | 9        | 2527  |
| 1020    | 24         | 1968 | 58       | 8759  |
| 1021    | 57         | 2159 | 82       | 4043  |
| 1022    | 74         | 2014 | 42       | 8452  |
| 1023    | 64         | 1972 | 88       | 756   |
| 1024    | 73         | 2102 | 81       | 9461  |
| 1025    | 21         | 1934 | 47       | 218   |
| 1026    | 46         | 2095 | 56       | 4512  |
| 1027    | 36         | 2002 | 92       | 8696  |
| 1028    | 31         | 1914 | 62       | 9438  |
| 1029    | 11         | 1904 | 83       | 4832  |
| 1030    | 50         | 1882 | 41       | 1365  |
| 1031    | 4          | 2152 | 17       | 1841  |
| 1032    | 15         | 1967 | 84       | 4493  |
| 1033    | 51         | 1889 | 90       | 7284  |
| 1034    | 77         | 2029 | 99       | 6332  |
| 1035    | 59         | 2030 | 26       | 934   |
| 1036    | 16         | 2196 | 15       | 9170  |
| 1037    | 70         | 1896 | 63       | 7108  |
| 1038    | 48         | 2035 | 74       | 2272  |
| 1039    | 27         | 2133 | 27       | 301   |
| 1040    | 44         | 1872 | 65       | 1543  |
| 1041    | 55         | 2041 | 76       | 2048  |
| 1042    | 10         | 1894 | 92       | 4219  |
| 1043    | 14         | 1962 | 58       | 6646  |
| 1044    | 60         | 2045 | 9        | 6323  |
| 1045    | 76         | 1852 | 98       | 736   |
| 1046    | 26         | 2113 | 96       | 2408  |
| 1047    | 51         | 1883 | 36       | 9793  |
| 1048    | 1          | 2104 | 58       | 2606  |
| 1049    | 61         | 1842 | 11       | 5817  |
| 1050    | 73         | 1946 | 71       | 4737  |
| 1051    | 53         | 1903 | 8        | 7057  |
| 1052    | 35         | 1887 | 44       | 9163  |
| 1053    | 48         | 1949 | 91       | 6047  |
| 1054    | 66         | 2192 | 95       | 6431  |
| 1055    | 13         | 1921 | 48       | 3542  |
| 1056    | 44         | 2196 | 32       | 1499  |
| 1057    | 48         | 1945 | 31       | 5680  |
| 1058    | 12         | 1944 | 37       | 4561  |
| 1059    | 60         | 2117 | 64       | 3178  |
| 1060    | 25         | 2000 | 100      | 9104  |
| 1061    | 28         | 1823 | 16       | 1724  |
| 1062    | 10         | 1989 | 90       | 8845  |
| 1063    | 28         | 2150 | 59       | 2684  |
| 1064    | 19         | 2011 | 66       | 9060  |
| 1065    | 6          | 1935 | 27       | 489   |
| 1066    | 23         | 2017 | 30       | 6064  |
| 1067    | 25         | 1994 | 81       | 2517  |
| 1068    | 16         | 2200 | 69       | 4860  |
| 1069    | 8          | 1859 | 67       | 1202  |
| 1070    | 70         | 1956 | 23       | 7806  |
| 1071    | 20         | 1876 | 76       | 9947  |
| 1072    | 64         | 1865 | 17       | 5195  |
| 1073    | 62         | 1968 | 72       | 7258  |
| 1074    | 25         | 1865 | 14       | 1004  |
| 1075    | 13         | 1974 | 41       | 5322  |
| 1076    | 15         | 2043 | 69       | 8474  |
| 1077    | 34         | 2099 | 34       | 9764  |
| 1078    | 69         | 1931 | 92       | 2609  |
| 1079    | 71         | 2093 | 86       | 9003  |
| 1080    | 55         | 1980 | 58       | 2110  |
| 1081    | 21         | 1860 | 64       | 2995  |
| 1082    | 49         | 2199 | 35       | 4896  |
| 1083    | 11         | 2198 | 73       | 7907  |
| 1084    | 13         | 2023 | 39       | 5502  |
| 1085    | 40         | 1910 | 73       | 7250  |
| 1086    | 44         | 1977 | 71       | 2952  |
| 1087    | 42         | 2079 | 31       | 9631  |
| 1088    | 26         | 1909 | 65       | 3655  |
| 1089    | 76         | 1845 | 55       | 1396  |
| 1090    | 45         | 1940 | 86       | 2493  |
| 1091    | 41         | 2079 | 98       | 6103  |
| 1092    | 38         | 2036 | 73       | 1280  |
| 1093    | 36         | 1851 | 55       | 8688  |
| 1094    | 61         | 2115 | 39       | 4479  |
| 1095    | 65         | 1865 | 20       | 5550  |
| 1096    | 19         | 2196 | 87       | 3444  |
| 1097    | 52         | 2110 | 66       | 7440  |
| 1098    | 8          | 1807 | 36       | 2177  |
| 1099    | 34         | 2024 | 44       | 5934  |
| 1100    | 39         | 1809 | 45       | 8275  |
| 1101    | 47         | 2174 | 66       | 9947  |
| 1102    | 29         | 2148 | 51       | 1105  |
| 1103    | 9          | 1934 | 52       | 8664  |
| 1104    | 31         | 1935 | 1        | 280   |
| 1105    | 21         | 1834 | 60       | 7185  |
| 1106    | 6          | 1872 | 8        | 7229  |
| 1107    | 53         | 2148 | 71       | 6156  |
| 1108    | 37         | 1818 | 98       | 3322  |
| 1109    | 66         | 1800 | 71       | 2612  |
| 1110    | 28         | 2199 | 59       | 5311  |
| 1111    | 19         | 1972 | 75       | 724   |
| 1112    | 60         | 1845 | 93       | 6767  |
| 1113    | 28         | 1994 | 40       | 1559  |
| 1114    | 65         | 1854 | 35       | 5876  |
| 1115    | 25         | 2053 | 63       | 1342  |
| 1116    | 74         | 2167 | 27       | 5198  |
| 1117    | 3          | 2067 | 27       | 5289  |
| 1118    | 41         | 2068 | 23       | 4853  |
| 1119    | 19         | 2101 | 7        | 4535  |
| 1120    | 4          | 1925 | 36       | 496   |
| 1121    | 1          | 1866 | 65       | 3234  |
| 1122    | 35         | 2180 | 73       | 4195  |
| 1123    | 26         | 1915 | 23       | 5386  |
| 1124    | 1          | 1930 | 91       | 1044  |
| 1125    | 34         | 1819 | 86       | 290   |
| 1126    | 66         | 1960 | 89       | 2924  |
| 1127    | 14         | 1930 | 83       | 9309  |
| 1128    | 13         | 1977 | 64       | 2804  |
| 1129    | 17         | 2007 | 43       | 3365  |
| 1130    | 55         | 2012 | 7        | 301   |
| 1131    | 16         | 2001 | 1        | 7315  |
| 1132    | 30         | 1906 | 95       | 2233  |
| 1133    | 73         | 2067 | 88       | 3096  |
| 1134    | 30         | 2190 | 26       | 2197  |
| 1135    | 45         | 1881 | 53       | 8082  |
| 1136    | 13         | 2004 | 100      | 7029  |
| 1137    | 1          | 2067 | 48       | 806   |
| 1138    | 23         | 2114 | 20       | 1962  |
| 1139    | 37         | 2053 | 27       | 228   |
| 1140    | 65         | 2113 | 13       | 3767  |
| 1141    | 55         | 1860 | 69       | 1962  |
| 1142    | 41         | 1808 | 96       | 5713  |
| 1143    | 65         | 2127 | 99       | 7313  |
| 1144    | 4          | 2046 | 67       | 2883  |
| 1145    | 76         | 1853 | 95       | 7878  |
| 1146    | 6          | 1812 | 53       | 1382  |
| 1147    | 10         | 1835 | 80       | 2323  |
| 1148    | 62         | 2056 | 20       | 6033  |
| 1149    | 45         | 2146 | 74       | 1483  |
| 1150    | 58         | 2162 | 67       | 465   |
| 1151    | 50         | 2174 | 40       | 4791  |
| 1152    | 17         | 1928 | 80       | 2986  |
| 1153    | 35         | 1987 | 36       | 1905  |
| 1154    | 5          | 1973 | 41       | 1351  |
| 1155    | 61         | 2007 | 55       | 5984  |
| 1156    | 51         | 1869 | 70       | 660   |
| 1157    | 48         | 1827 | 50       | 6277  |
| 1158    | 61         | 1904 | 28       | 6270  |
| 1159    | 3          | 1873 | 51       | 2056  |
